path	parent_sha256	successor_sha256	parent_git_mode	successor_git_mode	kind	owner	allowed_effect
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/pivot/PivotSqlParityIT.java	1f2bf17a2fa20b864a975c5556bdc37d3490cfd4feb1b1412e99d62c26a4df88	18ebeedf8d79a84d5ba59ff991aeffeefea73cbb8aa51c6c10444ed64ba6d325	100644	100644	source-amendment	database-matrix	Add deterministic null-column baseline exclusion and null-row tree fallback oracles inside the existing S12/testBaselineRatioParity while preserving the Step 3 five-database report identity and 23-node cardinality; production code remains unchanged.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/lifecycle/catalog/CatalogSnapshotStoreTest.java	17aebfd76ac384693700560b1ba7f1edd8b8491407ccd60add748d3b99eceadd	6506c7f70b71636f4d35af8a1e2314dd8c763f3e9c881055772b560000fdc7f7	100644	100644	source-amendment	unit	Exercise snapshot boot, admission diagnostics, conditional stale state, and active-old ordering inside existing tests to meet the frozen critical coverage floor without changing report identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/lifecycle/concurrent/ModelBuildSingleFlightTest.java	93b0d6db0b25c74266e3610fd3d4ee602198130ed9bf10d64c34c8578eed975d	072b20b0426f5c184653d4574768cc148da85c33693ef379702605476fe1aed3	100644	100644	source-amendment	unit	Exercise null, absent, active, and removed in-flight boundaries inside existing tests to meet the frozen critical coverage floor without changing report identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/lifecycle/refresh/CatalogRefreshCoordinatorBehaviorTest.java	77d38337b492669931447e57c77b0dcf879f65c38782ba2de2b8b89febbdf1cc	0504e23bed954c7e66af1c55bd99621352b74482f5ee90dbd9fdf67748fa7784	100644	100644	source-amendment	unit	Exercise discovery, refresh-plan, cold and nested failures, revision instability, and tracked-binding guards inside existing tests to meet the frozen critical coverage floor without changing report identity or cardinality.
foggy-dataset-mcp/src/test/java/com/foggyframework/dataset/mcp/tools/JavaComposeScriptToolErrorSnapshotTest.java	c1a310a79a83d93ce6e6ba8bd0f17f3fe6990beb09aaa9708637ae0fe51c4688	2ee89e792b25d8332dbbae7f2341340b6500817c5cdc38e92fbb19215733c937	100644	100644	source-amendment	unit	Publish the asserted compose-script error parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-mcp/src/test/java/com/foggyframework/dataset/mcp/tools/JavaDomainQuestionNeutralRunnerSnapshotTest.java	f7c57bb545307e961f723d8b7880fce0fc26888e1e5c533cc14c81797c05fd65	4b14caf54248aa021efed3c0c21be5deafe9dc86ee370cabe62a5ed39af1e693	100644	100644	source-amendment	unit	Publish the asserted domain-neutral runner parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/compilation/JavaComposeSnapshotTest.java	c0925546ede5c7d2b1fa8b0e3f15f4a7f6e07285df626ce77922fa1668046622	3631fca7ebe2244c7dad7ee7ce9ced566538572320242150fb024ca428dc6a34	100644	100644	source-amendment	unit	Publish the compose parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/runtime/JavaComposeScriptSnapshotTest.java	ae850a5012582303658bfb71a3623fadb632f133abf12bb229e4e9952731ccda	90fd82598cb2c7aeadc5d2ab54014fd74d0f9ccb42fb0d51da642076938c6f7d	100644	100644	source-amendment	unit	Publish the compose-script parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/compose/security/JavaGovernanceSnapshotTest.java	26c2fe1c6ec8d3a303ee5bd557fa7bffe2e107368f309750ce7f2f1843f9f80e	2d229a1d23ded79266f29ee497e556995c9fb3dbc98a29bc34ac317f31843de1	100644	100644	source-amendment	unit	Publish the governance parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/pivot/JavaPivotDomainSnapshotTest.java	d68769139d2e966a8a298fb1b48ca7c0a0aa5666833bd1c83e3aa2a8958a117c	6218247e53b1399ec88f5a4ef297213abfd4ada8d0f043a9cf9bf73e5a7d6d59	100644	100644	source-amendment	unit	Publish the pivot-domain parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/engine/pivot/JavaPivotOutputSnapshotTest.java	5433422c052a01b4f05a2268c772f550ede1b6c9d9e7800b9176ebe8b35ed766	a00227b458919b55929b69b3efffd249dcd82283d7906cfde4135e2458145849	100644	100644	source-amendment	unit	Publish the pivot-output parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/parity/FormulaParitySnapshotTest.java	5249bb3dbcf7f3d0ea5acbd9552527851596094a9a02708fc4833d3be199e837	aa140f5a94b2a6e0283df74cb9e75eb75666dc143dac5b76ca83c10fbb39ab22	100644	100644	source-amendment	unit	Publish the formula parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/parity/JavaSemanticScaleSnapshotTest.java	3ae7a1271e035fa70cc75f91075f0a549f52b4b71c1eee62ebeaa9ddf4550a4f	fe9a00e8c651d087e95f868c710f1c1f208534a77c7200b8c1ec1563a1888be7	100644	100644	source-amendment	unit	Publish the semantic-scale parity snapshot only to its module-local target/parity artifact and forbid hermetic Surefire writes outside the repository without changing test identity or cardinality.
foggy-dataset-model/src/test/java/com/foggyframework/dataset/db/model/parity/TimeWindowParitySnapshotTest.java	4a0667fc2286f4bb8286e849c123dece2e039a6b8bdfd10993c3d78e1e19234c	bfeb925166394dbc6aeb2b21f07475f640de46ccd28df31922bac14933549fd8	100644	100644	source-amendment	unit	Publish the time-window parity snapshot only to its module-local target/parity artifact and remove order-dependent sibling writes without changing test identity or cardinality.
